当前时间:12:30:00    当前价格:7.080000 波动价格:0.0 初始波动:-0.72,比率0.0923%
当前时间:10:20:54    当前价格:7.410000 波动价格:0.0 初始波动:-0.29,比率0.0377%
当前时间:10:20:57    当前价格:7.450000 波动价格:0.04 初始波动:-0.25,比率0.0325%
当前时间:10:20:58    当前价格:7.450000 波动价格:0.0 初始波动:-0.25,比率0.0325%
当前时间:10:21:01    当前价格:7.450000 波动价格:0.0 初始波动:-0.25,比率0.0325%
当前时间:10:21:02    当前价格:7.450000 波动价格:0.0 初始波动:-0.25,比率0.0325%
当前时间:10:21:03    当前价格:7.420000 波动价格:-0.03 初始波动:-0.28,比率0.0364%
当前时间:10:21:04    当前价格:7.420000 波动价格:0.0 初始波动:-0.28,比率0.0364%
当前时间:10:21:06    当前价格:7.430000 波动价格:0.01 初始波动:-0.27,比率0.0351%
当前时间:10:21:12    当前价格:7.430000 波动价格:0.0 初始波动:-0.27,比率0.0351%
当前时间:10:21:14    当前价格:7.430000 波动价格:0.0 初始波动:-0.27,比率0.0351%
当前时间:10:21:15    当前价格:7.402100 波动价格:-0.0279 初始波动:-0.2979,比率0.0387%
当前时间:10:21:16    当前价格:7.402100 波动价格:0.0 初始波动:-0.2979,比率0.0387%
当前时间:10:21:20    当前价格:7.390800 波动价格:-0.0113 初始波动:-0.3092,比率0.0402%
当前时间:10:21:21    当前价格:7.400000 波动价格:0.0092 初始波动:-0.3,比率0.039%
当前时间:10:21:23    当前价格:7.369000 波动价格:-0.031 初始波动:-0.331,比率0.043%
当前时间:10:21:25    当前价格:7.366900 波动价格:-0.0021 初始波动:-0.3331,比率0.0433%
当前时间:10:21:27    当前价格:7.366900 波动价格:0.0 初始波动:-0.3331,比率0.0433%
当前时间:10:21:33    当前价格:7.399900 波动价格:0.033 初始波动:-0.3001,比率0.039%
当前时间:10:21:40    当前价格:7.399909 波动价格:9e-06 初始波动:-0.300091,比率0.039%
当前时间:10:21:45    当前价格:7.399999 波动价格:9e-05 初始波动:-0.300001,比率0.039%
当前时间:10:21:46    当前价格:7.400000 波动价格:1e-06 初始波动:-0.3,比率0.039%
当前时间:10:21:47    当前价格:7.400000 波动价格:0.0 初始波动:-0.3,比率0.039%
当前时间:10:21:50    当前价格:7.400000 波动价格:0.0 初始波动:-0.3,比率0.039%
当前时间:10:21:52    当前价格:7.400000 波动价格:0.0 初始波动:-0.3,比率0.039%
当前时间:10:21:53    当前价格:7.400000 波动价格:0.0 初始波动:-0.3,比率0.039%
当前时间:10:21:54    当前价格:7.400000 波动价格:0.0 初始波动:-0.3,比率0.039%
当前时间:10:21:57    当前价格:7.400000 波动价格:0.0 初始波动:-0.3,比率0.039%
当前时间:10:22:00    当前价格:7.400000 波动价格:0.0 初始波动:-0.3,比率0.039%
当前时间:10:22:04    当前价格:7.400000 波动价格:0.0 初始波动:-0.3,比率0.039%
当前时间:10:22:05    当前价格:7.400000 波动价格:0.0 初始波动:-0.3,比率0.039%
当前时间:10:22:06    当前价格:7.399999 波动价格:-1e-06 初始波动:-0.300001,比率0.039%
当前时间:10:22:14    当前价格:7.401000 波动价格:0.001001 初始波动:-0.299,比率0.0388%
当前时间:10:22:27    当前价格:7.430000 波动价格:0.029 初始波动:-0.27,比率0.0351%
当前时间:10:22:33    当前价格:7.448800 波动价格:0.0188 初始波动:-0.2512,比率0.0326%
当前时间:10:22:34    当前价格:7.448800 波动价格:0.0 初始波动:-0.2512,比率0.0326%
当前时间:10:22:36    当前价格:7.447000 波动价格:-0.0018 初始波动:-0.253,比率0.0329%
当前时间:10:22:48    当前价格:7.448800 波动价格:0.0018 初始波动:-0.2512,比率0.0326%
当前时间:10:22:49    当前价格:7.450000 波动价格:0.0012 初始波动:-0.25,比率0.0325%
当前时间:10:22:52    当前价格:7.448000 波动价格:-0.002 初始波动:-0.252,比率0.0327%
当前时间:10:22:56    当前价格:7.450000 波动价格:0.002 初始波动:-0.25,比率0.0325%
当前时间:10:22:57    当前价格:7.447900 波动价格:-0.0021 初始波动:-0.2521,比率0.0327%
当前时间:10:22:59    当前价格:7.490000 波动价格:0.0421 初始波动:-0.21,比率0.0273%
当前时间:10:23:01    当前价格:7.490000 波动价格:0.0 初始波动:-0.21,比率0.0273%
当前时间:10:23:03    当前价格:7.498999 波动价格:0.008999 初始波动:-0.201001,比率0.0261%
当前时间:10:23:04    当前价格:7.498999 波动价格:0.0 初始波动:-0.201001,比率0.0261%
当前时间:10:23:05    当前价格:7.498999 波动价格:0.0 初始波动:-0.201001,比率0.0261%
当前时间:10:23:06    当前价格:7.450100 波动价格:-0.048899 初始波动:-0.2499,比率0.0325%
当前时间:10:23:08    当前价格:7.490000 波动价格:0.0399 初始波动:-0.21,比率0.0273%
当前时间:10:23:11    当前价格:7.490000 波动价格:0.0 初始波动:-0.21,比率0.0273%
当前时间:10:23:15    当前价格:7.488000 波动价格:-0.002 初始波动:-0.212,比率0.0275%
当前时间:10:23:18    当前价格:7.490000 波动价格:0.002 初始波动:-0.21,比率0.0273%
当前时间:10:23:21    当前价格:7.488000 波动价格:-0.002 初始波动:-0.212,比率0.0275%
当前时间:10:23:22    当前价格:7.490000 波动价格:0.002 初始波动:-0.21,比率0.0273%
当前时间:10:23:23    当前价格:7.489000 波动价格:-0.001 初始波动:-0.211,比率0.0274%
当前时间:10:23:31    当前价格:7.489990 波动价格:0.00099 初始波动:-0.21001,比率0.0273%
当前时间:10:23:35    当前价格:7.489000 波动价格:-0.00099 初始波动:-0.211,比率0.0274%
当前时间:10:23:38    当前价格:7.489990 波动价格:0.00099 初始波动:-0.21001,比率0.0273%
当前时间:10:23:39    当前价格:7.489000 波动价格:-0.00099 初始波动:-0.211,比率0.0274%
当前时间:10:23:41    当前价格:7.490000 波动价格:0.001 初始波动:-0.21,比率0.0273%
当前时间:10:23:46    当前价格:7.489990 波动价格:-1e-05 初始波动:-0.21001,比率0.0273%
当前时间:10:23:47    当前价格:7.499000 波动价格:0.00901 初始波动:-0.201,比率0.0261%
当前时间:10:23:48    当前价格:7.499000 波动价格:0.0 初始波动:-0.201,比率0.0261%
当前时间:10:23:52    当前价格:7.500000 波动价格:0.001 初始波动:-0.2,比率0.026%
当前时间:10:23:53    当前价格:7.500000 波动价格:0.0 初始波动:-0.2,比率0.026%
当前时间:10:23:57    当前价格:7.510000 波动价格:0.01 初始波动:-0.19,比率0.0247%
当前时间:10:23:58    当前价格:7.520000 波动价格:0.01 初始波动:-0.18,比率0.0234%
当前时间:10:24:00    当前价格:7.500000 波动价格:-0.02 初始波动:-0.2,比率0.026%
当前时间:10:24:01    当前价格:7.520000 波动价格:0.02 初始波动:-0.18,比率0.0234%
当前时间:10:24:02    当前价格:7.520000 波动价格:0.0 初始波动:-0.18,比率0.0234%
当前时间:10:24:10    当前价格:7.541000 波动价格:0.021 初始波动:-0.159,比率0.0206%
当前时间:10:24:11    当前价格:7.520000 波动价格:-0.021 初始波动:-0.18,比率0.0234%
当前时间:10:24:14    当前价格:7.540000 波动价格:0.02 初始波动:-0.16,比率0.0208%
当前时间:10:24:15    当前价格:7.540000 波动价格:0.0 初始波动:-0.16,比率0.0208%
当前时间:10:24:16    当前价格:7.550000 波动价格:0.01 初始波动:-0.15,比率0.0195%
当前时间:10:24:20    当前价格:7.540000 波动价格:-0.01 初始波动:-0.16,比率0.0208%
当前时间:10:24:25    当前价格:7.540000 波动价格:0.0 初始波动:-0.16,比率0.0208%
当前时间:10:24:26    当前价格:7.540000 波动价格:0.0 初始波动:-0.16,比率0.0208%
当前时间:10:24:28    当前价格:7.520400 波动价格:-0.0196 初始波动:-0.1796,比率0.0233%
当前时间:10:24:31    当前价格:7.540000 波动价格:0.0196 初始波动:-0.16,比率0.0208%
当前时间:10:24:32    当前价格:7.540000 波动价格:0.0 初始波动:-0.16,比率0.0208%
当前时间:10:24:35    当前价格:7.540000 波动价格:0.0 初始波动:-0.16,比率0.0208%
当前时间:10:24:36    当前价格:7.540000 波动价格:0.0 初始波动:-0.16,比率0.0208%
当前时间:10:24:37    当前价格:7.540000 波动价格:0.0 初始波动:-0.16,比率0.0208%
当前时间:10:24:38    当前价格:7.540000 波动价格:0.0 初始波动:-0.16,比率0.0208%
当前时间:10:24:40    当前价格:7.540000 波动价格:0.0 初始波动:-0.16,比率0.0208%
当前时间:10:24:41    当前价格:7.540000 波动价格:0.0 初始波动:-0.16,比率0.0208%
当前时间:10:24:42    当前价格:7.539999 波动价格:-1e-06 初始波动:-0.160001,比率0.0208%
当前时间:10:24:45    当前价格:7.540000 波动价格:1e-06 初始波动:-0.16,比率0.0208%
当前时间:10:24:49    当前价格:7.539999 波动价格:-1e-06 初始波动:-0.160001,比率0.0208%
当前时间:10:24:50    当前价格:7.550000 波动价格:0.010001 初始波动:-0.15,比率0.0195%
当前时间:10:24:54    当前价格:7.539999 波动价格:-0.010001 初始波动:-0.160001,比率0.0208%
当前时间:10:24:55    当前价格:7.550000 波动价格:0.010001 初始波动:-0.15,比率0.0195%
当前时间:10:24:57    当前价格:7.550000 波动价格:0.0 初始波动:-0.15,比率0.0195%
当前时间:10:25:01    当前价格:7.550000 波动价格:0.0 初始波动:-0.15,比率0.0195%
当前时间:10:25:03    当前价格:7.549999 波动价格:-1e-06 初始波动:-0.150001,比率0.0195%
当前时间:10:25:05    当前价格:7.550000 波动价格:1e-06 初始波动:-0.15,比率0.0195%
当前时间:10:25:06    当前价格:7.550000 波动价格:0.0 初始波动:-0.15,比率0.0195%
当前时间:10:25:08    当前价格:7.550000 波动价格:0.0 初始波动:-0.15,比率0.0195%
当前时间:10:25:11    当前价格:7.569999 波动价格:0.019999 初始波动:-0.130001,比率0.0169%
当前时间:10:25:14    当前价格:7.570000 波动价格:1e-06 初始波动:-0.13,比率0.0169%
当前时间:10:25:15    当前价格:7.570000 波动价格:0.0 初始波动:-0.13,比率0.0169%
当前时间:10:25:19    当前价格:7.570000 波动价格:0.0 初始波动:-0.13,比率0.0169%
当前时间:10:25:22    当前价格:7.570000 波动价格:0.0 初始波动:-0.13,比率0.0169%
当前时间:10:25:26    当前价格:7.570009 波动价格:9e-06 初始波动:-0.129991,比率0.0169%
当前时间:10:25:29    当前价格:7.570009 波动价格:0.0 初始波动:-0.129991,比率0.0169%
当前时间:10:25:33    当前价格:7.580000 波动价格:0.009991 初始波动:-0.12,比率0.0156%
当前时间:10:25:36    当前价格:7.580000 波动价格:0.0 初始波动:-0.12,比率0.0156%
当前时间:10:25:37    当前价格:7.580000 波动价格:0.0 初始波动:-0.12,比率0.0156%
当前时间:10:25:38    当前价格:7.580000 波动价格:0.0 初始波动:-0.12,比率0.0156%
当前时间:10:25:41    当前价格:7.590000 波动价格:0.01 初始波动:-0.11,比率0.0143%
当前时间:10:25:46    当前价格:7.590000 波动价格:0.0 初始波动:-0.11,比率0.0143%
当前时间:10:25:47    当前价格:7.580555 波动价格:-0.009445 初始波动:-0.119445,比率0.0155%
当前时间:10:25:49    当前价格:7.590000 波动价格:0.009445 初始波动:-0.11,比率0.0143%
当前时间:10:25:51    当前价格:7.590000 波动价格:0.0 初始波动:-0.11,比率0.0143%
当前时间:10:25:52    当前价格:7.590000 波动价格:0.0 初始波动:-0.11,比率0.0143%
当前时间:10:25:58    当前价格:7.599000 波动价格:0.009 初始波动:-0.101,比率0.0131%
当前时间:10:25:59    当前价格:7.599000 波动价格:0.0 初始波动:-0.101,比率0.0131%
当前时间:10:26:04    当前价格:7.599000 波动价格:0.0 初始波动:-0.101,比率0.0131%
当前时间:10:26:05    当前价格:7.599000 波动价格:0.0 初始波动:-0.101,比率0.0131%
当前时间:10:26:10    当前价格:7.599000 波动价格:0.0 初始波动:-0.101,比率0.0131%
当前时间:10:26:12    当前价格:7.600000 波动价格:0.001 初始波动:-0.1,比率0.013%
当前时间:10:26:13    当前价格:7.599000 波动价格:-0.001 初始波动:-0.101,比率0.0131%
当前时间:10:26:14    当前价格:7.599000 波动价格:0.0 初始波动:-0.101,比率0.0131%
当前时间:10:26:15    当前价格:7.600000 波动价格:0.001 初始波动:-0.1,比率0.013%
当前时间:10:26:18    当前价格:7.600000 波动价格:0.0 初始波动:-0.1,比率0.013%
当前时间:10:26:23    当前价格:7.650000 波动价格:0.05 初始波动:-0.05,比率0.0065%
当前时间:10:26:24    当前价格:7.649990 波动价格:-1e-05 初始波动:-0.05001,比率0.0065%
当前时间:10:26:26    当前价格:7.649990 波动价格:0.0 初始波动:-0.05001,比率0.0065%
当前时间:10:26:28    当前价格:7.650000 波动价格:1e-05 初始波动:-0.05,比率0.0065%
当前时间:10:26:33    当前价格:7.650000 波动价格:0.0 初始波动:-0.05,比率0.0065%
当前时间:10:26:35    当前价格:7.650000 波动价格:0.0 初始波动:-0.05,比率0.0065%
当前时间:10:26:39    当前价格:7.649999 波动价格:-1e-06 初始波动:-0.050001,比率0.0065%
当前时间:10:26:41    当前价格:7.650000 波动价格:1e-06 初始波动:-0.05,比率0.0065%
当前时间:10:26:44    当前价格:7.650000 波动价格:0.0 初始波动:-0.05,比率0.0065%
当前时间:10:26:46    当前价格:7.650000 波动价格:0.0 初始波动:-0.05,比率0.0065%
当前时间:10:26:47    当前价格:7.660000 波动价格:0.01 初始波动:-0.04,比率0.0052%
当前时间:10:26:52    当前价格:7.680000 波动价格:0.02 初始波动:-0.02,比率0.0026%
当前时间:10:26:56    当前价格:7.650000 波动价格:-0.03 初始波动:-0.05,比率0.0065%
当前时间:10:26:57    当前价格:7.670000 波动价格:0.02 初始波动:-0.03,比率0.0039%
当前时间:10:26:58    当前价格:7.680000 波动价格:0.01 初始波动:-0.02,比率0.0026%
当前时间:10:26:59    当前价格:7.650000 波动价格:-0.03 初始波动:-0.05,比率0.0065%
当前时间:10:27:02    当前价格:7.670000 波动价格:0.02 初始波动:-0.03,比率0.0039%
当前时间:10:27:04    当前价格:7.679999 波动价格:0.009999 初始波动:-0.020001,比率0.0026%
当前时间:10:27:05    当前价格:7.679999 波动价格:0.0 初始波动:-0.020001,比率0.0026%
当前时间:10:27:06    当前价格:7.679999 波动价格:0.0 初始波动:-0.020001,比率0.0026%
当前时间:10:27:08    当前价格:7.679999 波动价格:0.0 初始波动:-0.020001,比率0.0026%
当前时间:10:27:09    当前价格:7.670000 波动价格:-0.009999 初始波动:-0.03,比率0.0039%
当前时间:10:27:13    当前价格:7.650009 波动价格:-0.019991 初始波动:-0.049991,比率0.0065%
当前时间:10:27:16    当前价格:7.650009 波动价格:0.0 初始波动:-0.049991,比率0.0065%
当前时间:10:27:17    当前价格:7.650009 波动价格:0.0 初始波动:-0.049991,比率0.0065%
当前时间:10:27:18    当前价格:7.679999 波动价格:0.02999 初始波动:-0.020001,比率0.0026%
当前时间:10:27:22    当前价格:7.671000 波动价格:-0.008999 初始波动:-0.029,比率0.0038%
当前时间:10:27:23    当前价格:7.679000 波动价格:0.008 初始波动:-0.021,比率0.0027%
当前时间:10:27:25    当前价格:7.679999 波动价格:0.000999 初始波动:-0.020001,比率0.0026%
当前时间:10:27:28    当前价格:7.679999 波动价格:0.0 初始波动:-0.020001,比率0.0026%
当前时间:10:27:29    当前价格:7.679999 波动价格:0.0 初始波动:-0.020001,比率0.0026%
当前时间:10:27:30    当前价格:7.679999 波动价格:0.0 初始波动:-0.020001,比率0.0026%
当前时间:10:27:31    当前价格:7.680000 波动价格:1e-06 初始波动:-0.02,比率0.0026%
当前时间:10:27:33    当前价格:7.679999 波动价格:-1e-06 初始波动:-0.020001,比率0.0026%
当前时间:10:27:38    当前价格:7.680000 波动价格:1e-06 初始波动:-0.02,比率0.0026%
当前时间:10:27:40    当前价格:7.679999 波动价格:-1e-06 初始波动:-0.020001,比率0.0026%
当前时间:10:27:46    当前价格:7.680000 波动价格:1e-06 初始波动:-0.02,比率0.0026%
当前时间:10:27:49    当前价格:7.679999 波动价格:-1e-06 初始波动:-0.020001,比率0.0026%
当前时间:10:27:51    当前价格:7.680000 波动价格:1e-06 初始波动:-0.02,比率0.0026%
当前时间:10:27:59    当前价格:7.680000 波动价格:0.0 初始波动:-0.02,比率0.0026%
当前时间:10:28:00    当前价格:7.680000 波动价格:0.0 初始波动:-0.02,比率0.0026%
